Column1;Rank;Mark;Competitor;DOB;Nat;Pos;Unnamed: 6;Venue;Date;Results Score
33;3634;28:45.40;Takuma KUMAGAI;17/05/1990;JPN;5f3;;Machida (JPN);24/11/2018;1063
34;3635;28:45.42;Koji SHIMIZU;17/10/1969;JPN;5;;Miyoshi (JPN);18/05/2003;1063
35;3635;28:45.42;Charles PHILIBERT-THIBOUTOT;31/12/1990;CAN;4;;Swangard Stadium, Burnaby (CAN);21/11/2020;1063
36;3637;28:45.44;Endale DEGU;01/12/1998;ETH;12f5;;Hachioji (JPN);26/11/2016;1063
37;3638;28:45.45;Dejene TESFAREM;21/06/1996;ERI;9f6;;NITTAIDAI Athletic Stadium, Yokohama (JPN);16/11/2019;1063
38;3639;28:45.46;Alberto ÁLVAREZ;22/12/1975;ESP;1;;Pontevedra (ESP);08/04/2001;1063
39;3639;28:45.46;Iván HIERRO;14/02/1978;ESP;6;;Avilés (ESP);16/07/2006;1063
40;3641;28:45.49;Ken-ichi KITA;25/12/1978;JPN;1;;Isahaya (JPN);27/09/2008;1063
41;3641;28:45.49;Yuji SASANUMA;03/12/1984;JPN;4;;Yokohama (JPN);14/12/2008;1063
42;3643;28:45.50;Sergey KHARKIN;14/04/1963;URS;2;;Sochi (URS);26/04/1986;1063
43;3644;28:45.5;Dave MCCORMICK;03/04/1961;USA;7f2;;Philadelphia, PA (USA);23/04/1987;1063
44;3644;28:45.5;Benson MASYA;14/05/1970;KEN;1;;Kakamega (KEN);24/05/1991;1063
45;3645;28:45.50;Riley COCKS;27/12/1995;AUS;7;;Hagenauer Reserve, Box Hill, Melbourne (AUS);26/01/2021;1063
46;3647;28:45.51;Eugeniusz STACHA;05/12/1956;POL;2;;Poznan (POL);12/08/1979;1063
47;3648;28:45.52;Kennedy MANYISA;01/01/1969;KEN;8;;Vancouver (CAN);30/05/1993;1063
48;3648;28:45.52;Solonei ROCHA DA SILVA;18/04/1982;BRA;2;;São Paulo (BRA);09/10/2014;1063
49;3648;28:45.52;Tomohiro FUJIMURA;06/12/1997;JPN;9f8;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1063
50;3651;28:45.53;Terumasa OKAMURA;03/11/1983;JPN;40;;Kobe (JPN);24/04/2005;1063
51;3652;28:45.56;Chris HAMILTON;29/03/1963;USA;7;;Eugene, OR (USA);17/03/1984;1063
52;3652;28:45.56;Yo YAZAWA;29/01/1990;JPN;18f1;;Kushiro (JPN);11/07/2009;1063
53;3654;28:45.57;Francisco Javier FONTANEDA;24/03/1964;ESP;2;;Vigo (ESP);13/08/1988;1063
54;3655;28:45.59;Khalil LAMCIYEH;10/12/1986;MAR;2;;Fes (MAR);24/05/2014;1063
55;3656;28:45.6;Bryan ROSE;24/07/1943;NZL;1;;Auckland (NZL);18/03/1972;1063
56;3656;28:45.6;Paul THIJS;02/05/1946;BEL;1;;Bruxelles (BEL);19/09/1974;1063
57;3656;28:45.6;Kenji TAJIMA;13/12/1948;JPN;7;;Tokyo (JPN);14/05/1978;1063
58;3656;28:45.6;Mikhail MAZIN;27/10/1951;URS;8f2;;Moskva (URS);21/07/1979;1063
59;3660;28:45.60;Chris FRIAS;;USA;14f1;;Palo Alto, CA (USA);04/04/2014;1063
60;3660;28:45.60;Ryosuke MAKI;25/04/1986;JPN;3f2;;Kitami (JPN);07/07/2018;1063
61;3662;28:45.61;Hong BO;04/10/1973;CHN;4;;Beijing (CHN);13/09/1993;1063
62;3663;28:45.63;Hikaru KATO;02/10/1992;JPN;4f14;;Yokohama (JPN);03/12/2016;1063
63;3664;28:45.64;Peter HORAK;12/08/1960;FRG;8;;Aachen (GER);29/05/1985;1063
64;3664;28:45.64;Geoffrey KIPKOECH;;KEN;6;;Nairobi (KEN);11/07/2019;1063
65;3666;28:45.68;Sho MATSUEDA;09/09/1989;JPN;9;;Yokohama (JPN);29/10/2011;1063
66;3667;28:45.71;Jackson KUARAI;25/06/1990;KEN;12f9;;Yokohama (JPN);23/10/2010;1062
67;3667;28:45.71;Fuma KATO;15/02/1996;JPN;12;;Egao Kenko Stadium, Kumamoto (JPN);10/04/2021;1062
68;3669;28:45.72;Elijah MUTANDIKO;29/07/1975;ZIM;10;;Port Elizabeth (RSA);25/02/2000;1062
69;3669;28:45.72;Kenta MATSUBARA;31/08/1989;JPN;4f5;;Hachioji (JPN);28/11/2015;1062
70;3671;28:45.74;Julius TOO;20/06/1988;KEN;1;;Barletta (ITA);08/09/2009;1062
71;3672;28:45.77;Andrew LEDWITH;25/06/1985;IRL;1;;Princeton, NJ (USA);15/05/2009;1062
72;3673;28:45.78;Josef STEINER;24/09/1950;AUT;16;;London (GBR);09/09/1977;1062
73;3674;28:45.79;Eiji HINATA;10/01/1974;JPN;12f2;;Hachioji (JPN);28/11/2000;1062
74;3675;28:45.8;Keith ANGUS;05/04/1943;GBR;1;;London (GBR);15/09/1971;1062
75;3675;28:45.8;Gerd FRÄHMCKE;22/09/1950;FRG;5;;Bonn (GER);19/05/1975;1062
76;3677;28:45.80;Randy THOMAS;28/07/1953;USA;2;;Philadelphia, PA (USA);29/04/1977;1062
77;3676;28:45.8;Kevin RYAN;22/07/1949;NZL;1;;Auckland (NZL);11/02/1978;1062
78;3678;28:45.80;Sergey MAKAROV;05/12/1959;URS;5;;Leningrad (URS);08/06/1986;1062
79;3680;28:45.83;Grant FISCHER;;USA;14f1;;Palo Alto, CA (USA);31/03/2017;1062
80;3681;28:45.84;Tomoyuki KAWAKAMI;16/11/1980;JPN;10;;Kushiro (JPN);17/06/2006;1062
81;3682;28:45.86;Sohei MORIKAWA;13/11/1990;JPN;6f4;;Hosei University Stadium, Machida (JPN);25/11/2017;1062
82;3683;28:45.87;Jim STINTZI;17/08/1958;USA;2;;Leningrad (URS);11/07/1981;1062
83;3683;28:45.87;Dominic BANNISTER;01/04/1968;GBR;4;;Sheffield (GBR);29/06/1997;1062
84;3685;28:45.9;Greg WHITELEY;06/01/1967;USA;2;;Dedham, MA (USA);20/05/1989;1062
85;3686;28:45.90;Farron FIELDS;09/10/1961;USA;10;;Walnut, CA (USA);21/04/1990;1062
86;3687;28:45.91;Luciano BRITO;08/02/1968;POR;18;;Getxo (ESP);02/05/1993;1062
87;3687;28:45.91;Naoto YONEDA;06/01/1981;JPN;8;;Kushiro (JPN);15/06/2005;1062
88;3687;28:45.91;Colby LOWE;08/02/1990;USA;3f1;;Palo Alto, CA (USA);25/03/2011;1062
89;3690;28:45.92;Yijiang GUO;22/10/1968;CHN;3;;Eugene, OR (USA);29/05/1991;1062
90;3690;28:45.92;Yuito NAKAMURA;09/06/2000;JPN;12f9;;Gion Stadium, Sagamihara (JPN);23/11/2020;1062
91;3692;28:45.94;Takuma ISHIKAWA;;JPN;13f9;;Gion Stadium, Sagamihara (JPN);23/11/2020;1062
92;3693;28:45.96;Minoru KISHIMOTO;15/11/1967;JPN;9;;Kanazawa (JPN);15/10/1991;1062
93;3693;28:45.96;James NGANDU;02/04/1990;KEN;1f1;;Raleigh, NC (USA);30/03/2018;1062
94;3695;28:45.97;Mark STICKLEY;17/07/1962;USA;2;;San José (USA);08/06/1984;1062
95;3696;28:45.98;Takumi HONDA;25/07/1991;JPN;9f3;;Kitakyushu (JPN);17/05/2014;1062
96;3696;28:45.98;Akihiko MARUI;;JPN;11;;Fukushima (JPN);07/06/2014;1062
97;3696;28:45.98;Berhane TESFAY;09/01/1987;ERI;2f5;;Yokohama (JPN);14/05/2016;1062
98;3699;28:46.0;Kazimierz ZIMNY;04/06/1935;POL;3;;Stuttgart (GER);11/09/1965;1062
99;3699;28:46.0;Albrecht MOSER;18/01/1945;SUI;7;;Eschweiler (FRG);02/06/1972;1062
0;3701;28:46.00;Viktor ZUBOV;12/10/1952;URS;14;;Vilnius (LTU);18/07/1978;1062
1;3700;28:46.0;Jos MAES;11/04/1961;BEL;13;;Hechtel (BEL);07/07/1990;1062
2;3700;28:46.0;Tsukasa MORITA;24/01/1983;JPN;2f3;;Kure (JPN);22/11/2008;1062
3;3704;28:46.02;Ryotaro OTANI;18/10/1990;JPN;2f12;;Yokohama (JPN);01/12/2012;1062
4;3705;28:46.03;Makoto IWASE;18/02/1978;JPN;23;;Yokohama (JPN);02/12/2007;1062
5;3705;28:46.03;Negusse AMELESON;;ERI;5;;Maputo (MOZ);12/09/2011;1062
6;3707;28:46.06;Hiroyuki FUJII;17/10/1993;JPN;2f1;;Tajimi (JPN);09/10/2020;1062
7;3708;28:46.07;Yoshihiro HIMOTO;25/09/1985;JPN;10;;Yokohama (JPN);29/10/2011;1062
8;3708;28:46.07;Masao KIZU;16/02/1994;JPN;4f14;;Yokohama (JPN);01/12/2018;1062
9;3708;28:46.07;Kai TAKESHITA;04/09/1996;JPN;14f5;;Hosei University Stadium, Machida (JPN);23/11/2019;1062
10;3711;28:46.09;Yoshiki SHINDO;27/05/1968;JPN;1f2;;Mito (JPN);07/05/1995;1062
11;3712;28:46.10;Bruce DEACON;05/12/1966;CAN;7;;Victoria (CAN);04/06/1991;1062
12;3713;28:46.1;Noriyoshi TAKASU;13/08/1976;JPN;9;;Kanagawa (JPN);06/12/1998;1062
13;3714;28:46.11;Jerzy SABA;22/06/1953;POL;5;;Warszawa (POL);09/07/1978;1062
14;3715;28:46.12;Henrik SANDSTRÖM;28/04/1952;FIN;3;;Helsinki (FIN);25/05/1982;1062
15;3715;28:46.12;Ezael THLOBO;04/05/1964;RSA;2;;Port Elizabeth (RSA);06/03/1993;1062
16;3715;28:46.12;Genki NAKANISHI;26/05/1993;JPN;15f5;;Hosei University Stadium, Machida (JPN);23/11/2019;1062
17;3718;28:46.15;Makoto NAKAYAMA;29/12/1970;JPN;7;;Toyama (JPN);30/09/1995;1062
18;3719;28:46.18;Koji YAMAMOTO;09/12/1978;JPN;24;;Yokohama (JPN);02/12/2007;1062
19;3720;28:46.19;Masatoshi KIKUCHI;12/02/1986;JPN;9;;Yokohama (JPN);18/04/2010;1062
20;3721;28:46.21;Dan LENNON;25/07/1994;USA;17f1;;Palo Alto, CA (USA);03/04/2015;1062
21;3722;28:46.22;Dan HELD;15/10/1965;USA;6;;Walnut, CA (USA);18/04/1998;1062
22;3723;28:46.24;Eric MACK;31/08/1974;USA;5;;Palo Alto, CA (USA);28/03/1998;1062
23;3724;28:46.25;Josephat N'DETI;01/04/1973;KEN;2;;Olympic Stadium, Jamsil, Seoul (KOR);18/09/1992;1062
24;3724;28:46.25;Dieter KERSTEN;25/10/1996;BEL;4;;Leiden (NED);09/06/2018;1062
25;3726;28:46.30;Gibeon MASHABA;14/11/1956;RSA;2;;Port Elizabeth (RSA);11/12/1982;1062
26;3727;28:46.33;Makoto HARADA;26/06/1983;JPN;6;;Yokohama (JPN);24/10/2004;1062
27;3728;28:46.34;Osamu MONAE;02/04/1962;JPN;10;;Tokyo (JPN);19/09/1992;1062
28;3728;28:46.34;Oliver DIETZ;22/11/1977;GER;2;;Dessau (GER);11/05/2002;1062
29;3728;28:46.34;Yusuke BABA;15/06/1996;JPN;14f12;;Yokohama (JPN);20/10/2018;1062
30;3731;28:46.38;Kei IDE;22/02/1983;JPN;8;;Nagasaki (JPN);01/12/2001;1061
31;3732;28:46.4;Valeriy ZAKIROV;23/03/1948;URS;3;;Kiev (URS);30/05/1976;1061
32;3732;28:46.4;Justin GLODEN;22/03/1953;LUX;4;;Leuven (BEL);15/06/1984;1061
33;3734;28:46.43;Yoshitaka NAKAGAWA;13/12/1975;JPN;7;;Yokohama (JPN);24/10/2004;1061
34;3735;28:46.44;Pär WALLIN;06/03/1955;SWE;2;;Helsinki (FIN);09/08/1986;1061
35;3736;28:46.46;Sean QUILTY;16/05/1966;AUS;11;;Melbourne (AUS);14/12/1995;1061
36;3736;28:46.46;Duer YOA;16/12/1989;AUS;2;;Melbourne (AUS);11/12/2014;1061
37;3738;28:46.47;Andrey OSTANIN;14/05/1964;URS;2;;Bryansk (URS);10/09/1989;1061
38;3739;28:46.5;Juan PUERTA;28/09/1971;ESP;2;;Pontevedra (ESP);09/04/1994;1061
39;3740;28:46.50;Jimmy HEARLD;05/03/1968;USA;26;;Walnut, CA (USA);21/04/1996;1061
40;3740;28:46.5;Matheas LENGASO;;KEN;2;;Mombasa (KEN);20/05/2000;1061
41;3740;28:46.5;Futoshi INOUE;19/05/1977;JPN;7f4;;Kure (JPN);27/11/2004;1061
42;3740;28:46.5;Victor CHELOKOI;01/01/1992;KEN;7;;Nairobi (KEN);17/06/2010;1061
43;3744;28:46.53;Michael O'REILLY;23/04/1958;GBR;7;;Canberra (AUS);11/03/1988;1061
44;3745;28:46.54;Pat JOYCE;18/01/1975;USA;7;;Buffalo, NY (USA);04/06/1998;1061
45;3746;28:46.56;Max HOLMNÄS;01/01/1948;FIN;7;;Stockholm (SWE);01/07/1974;1061
46;3746;28:46.56;Norimasa YOSHIDA;03/06/1987;JPN;17;;Yokohama (JPN);20/10/2007;1061
47;3748;28:46.59;Tomohiro NAKAGAWA;04/02/1982;JPN;25;;Yokohama (JPN);02/12/2007;1061
48;3749;28:46.6;Scott BRINGHURST;12/07/1948;USA;1;;Torino (ITA);17/07/1973;1061
49;3750;28:46.60;Günther ZAHN;23/03/1954;GER;12;;Koblenz (GER);27/08/1980;1061
50;3750;28:46.6;Peter FFITCH;13/09/1959;USA;6;;Eugene, OR (USA);04/05/1984;1061
51;3750;28:46.6;Jose Teles DE SOUZA;22/04/1971;BRA;1;;Cubatao (BRA);07/06/1997;1061
52;3752;28:46.60;Daniel SANZ;25/02/1979;ESP;9;;Avilés (ESP);28/07/2007;1061
53;3754;28:46.62;Mohamed SERBOUTI;03/03/1971;FRA;13;;Barakaldo (ESP);07/04/2001;1061
54;3755;28:46.65;Haruaki KOJIMA;14/02/1991;JPN;12f15;;Yokohama (JPN);02/12/2017;1061
55;3756;28:46.68;Junfeng DONG;12/08/1985;CHN;7;;Nanjing (CHN);17/10/2005;1061
56;3756;28:46.68;Tsuyoshi TAKAHASHI;08/02/1980;JPN;19;;Kobe (JPN);23/04/2006;1061
57;3758;28:46.69;Javier Alexander GUERIN;05/04/1979;COL;4;;Lima (PER);14/06/2015;1061
58;3759;28:46.70;Yukinori FUSHIDA;14/08/1975;JPN;7;;Yokohama (JPN);07/12/1997;1061
59;3760;28:46.7;Anthony KIPLAGAT;01/01/1990;KEN;4f2;;Nairobi (KEN);16/07/2011;1061
60;3761;28:46.71;Hiroshi TAKAHASHI;06/07/1980;JPN;4f1;;Niigata (JPN);24/09/2010;1061
61;3762;28:46.72;Nassim HASSAOUS;23/03/1994;ESP;11f1;;Burjassot (ESP);13/04/2019;1061
62;3762;28:46.72;Charles Katul LOKIR;10/06/2000;KEN;6;;Kitale (KEN);03/08/2019;1061
63;3764;28:46.73;Chris ROMBOUGH;05/12/1986;USA;21f2;;Palo Alto, CA (USA);01/05/2011;1061
64;3765;28:46.74;John MORTIMER;18/03/1976;USA;1;;Raleigh, NC (USA);26/03/2004;1061
65;3765;28:46.74;Kazuhiko BANDO;25/08/1980;JPN;26;;Yokohama (JPN);02/12/2007;1061
66;3765;28:46.74;Kenta KITAZAWA;18/11/1990;JPN;6f5;;Hachioji (JPN);28/11/2015;1061
67;3768;28:46.75;Munehiro SUGAYA;02/09/1978;JPN;14;;Yokohama (JPN);30/11/2002;1061
68;3768;28:46.75;Said HANK;01/01/1972;ALG;6;;Rabat (MAR);14/06/2003;1061
69;3770;28:46.77;Atsushi YAMAZAWA;10/07/1986;JPN;6f3;;Hachioji (JPN);26/11/2016;1061
70;3771;28:46.78;Yuki MUNAKATA;20/12/1989;JPN;10f2;;Tokyo (JPN);24/11/2012;1061
71;3772;28:46.79;Mitsuru KUBOTA;30/09/1981;JPN;15;;Yokohama (JPN);30/11/2002;1061
72;3773;28:46.8;György KISS;01/03/1936;HUN;1;;Budapest (HUN);17/06/1967;1061
73;3773;28:46.8;Jack FOSTER;23/05/1932;NZL;2;;Auckland (NZL);18/03/1972;1061
74;3773;28:46.8;André ORNELIS;01/04/1947;BEL;3;;Bruxelles (BEL);19/09/1974;1061
75;3776;28:46.80;Phillip KIPYEKO;10/01/1995;UGA;5;;Mandela National Stadium, Kampala (UGA);26/07/2019;1061
76;3777;28:46.82;Zbigniew NADOLSKI;14/01/1967;POL;2;;Białystok (POL);28/08/1993;1061
77;3778;28:46.83;Jan MARCHEWKA;13/07/1962;POL;1;;Grudziadz (POL);03/06/1986;1061
78;3778;28:46.83;Alex SHORT;07/01/1994;GBR;15f1;;Palo Alto, CA (USA);31/03/2017;1061
79;3778;28:46.83;Tommy BRADY;;USA;1;;Billy Hayes T& F Complex (Indiana University), Bloomington, IN (USA);16/04/2021;1061
80;3781;28:46.87;Dan CHENOWETH;01/05/1989;USA;9f1;;Palo Alto, CA (USA);06/04/2012;1061
81;3782;28:46.90;Valentin STARIKOV;07/11/1957;URS;;;Leningrad (URS);01/08/1984;1061
82;3783;28:46.9;John CASTELLANO;18/02/1966;CAN;2;;Dedham, MA (USA);02/07/1988;1061
83;3783;28:46.9;Fred ARAPSUDI;07/04/1989;UGA;1;;Kampala (UGA);26/07/2008;1061
84;3783;28:46.9;Stephen KIPROP;08/09/1999;KEN;2;;Tambach (KEN);16/03/2019;1061
85;3786;28:46.92;Takaaki TANAKA;15/03/1990;JPN;13f9;;Yokohama (JPN);23/10/2010;1061
86;3787;28:46.96;Johni PANZIN;27/06/1962;BRA;1;;Joinville (USA);05/11/1992;1061
87;3788;28:47.0;Tracy SMITH;13/03/1945;USA;1;;Sacramento, CA (USA);21/06/1968;1061
88;3788;28:47.0;Henri LEPAPE;23/12/1940;FRA;2;;St-Maur (FRA);04/06/1969;1061
89;3788;28:47.0;Arne KVALHEIM;25/04/1945;NOR;2;;Oslo (NOR);09/07/1974;1061
90;3788;28:47.0;Vladimir KITAYEV;02/01/1947;URS;5;;Podolsk (URS);14/08/1977;1061
91;3792;28:47.00;Dan HEIKKINEN;26/01/1958;USA;2;;Knoxville, TN (USA);10/04/1981;1061
92;3793;28:47.02;Jinnosuke MATUMURA;22/03/1995;JPN;7f2;;Athletic Track, Abashiri (JPN);15/07/2020;1061
93;3794;28:47.04;Stuart EAGON;18/04/1986;USA;4;;Eugene, OR (USA);21/04/2006;1061
94;3794;28:47.04;Shunsuke NOMURA;17/01/1983;JPN;5f2;;Fukagawa (JPN);25/06/2011;1061
95;3794;28:47.04;Shoya KUROKAWA;19/02/1993;JPN;2f3;;Hosei University Stadium, Machida (JPN);23/11/2019;1061
96;3797;28:47.09;Yasushi SAKAGUCHI;02/09/1961;JPN;3;;Auckland (NZL);10/03/1984;1060
97;3798;28:47.10;John MCGRAIL;;USA;3;;Philadelphia, PA (USA);29/04/1977;1060
98;3799;28:47.1;Vladimir ZATONSKIY;23/03/1953;URS;9f2;;Moskva (URS);21/07/1979;1060
99;3799;28:47.10;Hiroyuki ITO;07/11/1971;JPN;8;;Hiratsuka (JPN);20/05/1994;1060
0;3801;28:47.11;Norihiro MIZUGUCHI;19/01/1980;JPN;10;;Kushiro (JPN);16/06/2004;1060
1;3802;28:47.16;Ricardo RIBAS;08/10/1977;POR;5;;Lisboa (POR);24/03/2012;1060
2;3803;28:47.17;Heilin WANG;21/10/1965;CHN;6;;Mito (JPN);12/05/1991;1060
3;3803;28:47.17;Barry ROYDEN;15/12/1966;GBR;4;;Sheffield (GBR);12/06/1994;1060
4;3805;28:47.18;Terry GREENE;16/02/1960;GBR;7;;Edinburgh (GBR);26/07/1986;1060
5;3805;28:47.18;David CHAWANE;17/09/1959;RSA;5;;Stellenbosch (RSA);26/04/1988;1060
6;3805;28:47.18;Jeff GAUDETTE;19/10/1982;USA;1;;Hillsdale, MI (USA);10/06/2006;1060
7;3808;28:47.2;Yuriy NIKITIN;22/09/1935;URS;5;;Kiev (URS);27/08/1964;1060
8;3808;28:47.2;Kestutis ORENTAS;15/03/1939;URS;1;;Kiev (URS);05/08/1965;1060
9;3808;28:47.2;Vladimir SHAMSHURIN;19/02/1941;URS;1;;Minsk (BLR);22/09/1972;1060
10;3811;28:47.25;Peter DELACERDA;01/10/1971;USA;9;;Palo Alto, CA (USA);27/03/1999;1060
11;3812;28:47.27;Toshihiro KENMOTSU;25/06/1990;JPN;6f4;;Hosei University Stadium, Machida (JPN);23/11/2019;1060
12;3813;28:47.31;Daiki HIROSE;06/10/1991;JPN;5f3;;Hosei University Stadium, Machida (JPN);25/11/2017;1060
13;3814;28:47.32;Takehiko ONISHI;18/08/1984;JPN;9f2;;Fukuroi (JPN);17/10/2009;1060
14;3815;28:47.35;Bert VAN VLAANDEREN;25/11/1964;NED;2;;Eindhoven (NED);26/07/1991;1060
15;3816;28:47.36;Jamal Abdelmaji EISA MOHAMMED;28/08/1993;ART;5;;Tel Aviv (ISR);24/04/2019;1060
16;3816;28:47.36;Shinji MITA;04/01/1996;JPN;3f3;;Hosei University Stadium, Machida (JPN);23/11/2019;1060
17;3818;28:47.37;Metin SAZAK;04/02/1973;TUR;1;;Beograd (SRB);13/06/1998;1060
18;3818;28:47.37;Ryuji WATANABE;02/11/1988;JPN;8f3;;Kitakyushu (JPN);18/05/2013;1060
19;3820;28:47.39;Tomoya NISHI;19/05/1995;JPN;12f4;;Machida (JPN);24/11/2018;1060
20;3821;28:47.4;János PINTÉR;28/02/1936;HUN;3;;Budapest (HUN);17/06/1967;1060
21;3821;28:47.4;Steve WALKER;02/03/1947;GBR;4;;London (GBR);20/09/1972;1060
22;3821;28:47.4;Theo GEUTJES;08/10/1951;NED;2;;Arnhem (NED);14/09/1975;1060
23;3824;28:47.42;Isamu SENNAI;11/08/1960;JPN;11;;Kanazawa (JPN);30/09/1989;1060
24;3825;28:47.44;Robert KETER;26/12/1989;KEN;;;Sportcomplex De Leidse Hout, Leiden (NED);19/09/2020;1060
25;3826;28:47.45;David KRAFSUR;29/03/1964;USA;5;;Knoxville, TN (USA);11/04/1986;1060
26;3827;28:47.48;Shaun THOMPSON;14/06/1993;USA;3f1;;Walnut, CA (USA);14/04/2016;1060
27;3828;28:47.50;Natsuki TERADA;30/08/1991;JPN;6f2;;Abashiri (JPN);06/07/2014;1060
28;3828;28:47.50;Kenya SONOTA;30/05/1993;JPN;5f14;;Yokohama (JPN);03/12/2016;1060
29;3830;28:47.51;Emmanuel KIPRONO;14/07/1995;KEN;3;;Nairobi (KEN);24/06/2014;1060
30;3830;28:47.51;Ellis CROSS;22/09/1996;GBR;18f1;;London (GBR);19/05/2018;1060
31;3832;28:47.52;António RODRIGUES;14/06/1963;POR;13;;Maia (POR);19/07/1995;1060
32;3832;28:47.52;Kentaro TONE;30/07/1989;JPN;3f10;;Yokohama (JPN);30/11/2013;1060
33;3834;28:47.56;Fabio CESARI;27/05/1977;ITA;7;;Carpi (ITA);17/06/2000;1060
34;3835;28:47.57;Ryuki URUTA;22/05/2000;JPN;11f8;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1060
35;3836;28:47.59;Scott MACPHERSON;27/02/1987;USA;8;;Walnut, CA (USA);14/04/2011;1060
36;3837;28:47.6;Kenny MOORE;01/12/1943;USA;1;;Colombes (FRA);09/07/1970;1060
37;3837;28:47.6;Patriz ILG;05/12/1957;FRG;1;;Mühlhausen (GER);29/04/1978;1060
38;3839;28:47.60;Khoarahlane SEUTLOALI;30/03/1992;LES;2;;Durban (RSA);22/03/2019;1060
39;3840;28:47.61;Hiroki TSUJIYOKO;03/03/1993;JPN;7f4;;Hosei University Stadium, Machida (JPN);23/11/2019;1060
40;3841;28:47.62;Daiki INOUE;02/06/1999;JPN;1f7;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1060
41;3842;28:47.64;José Esteban MONTIEL;20/09/1962;ESP;4;;Vigo (ESP);13/08/1988;1060
42;3842;28:47.64;Dario FEGATELLI;29/08/1969;ITA;5;;Pietrasanta (ITA);05/05/1996;1060
43;3844;28:47.66;Fumikazu KOBAYASHI;21/03/1978;JPN;20;;Yokohama (JPN);01/12/2001;1060
44;3844;28:47.66;Takashi TOKUNAGA;06/06/1981;JPN;10;;Kita-Kyushu (JPN);13/05/2006;1060
45;3846;28:47.67;Geoff SHAW;15/07/1957;NZL;2;;Melbourne (AUS);19/12/1985;1060
46;3846;28:47.67;Noriyuki NABETANI;23/06/1984;JPN;9f2;;Hachioji (JPN);26/11/2011;1060
47;3846;28:47.67;Tachlowini GABRIYESOS;01/01/1998;ART;3;;Tel Aviv (ISR);06/12/2020;1060
48;3849;28:47.69;Elliott HEATH;04/02/1989;USA;4f1;;Palo Alto, CA (USA);25/03/2011;1060
49;3849;28:47.69;Kazuki NODA;06/12/1990;JPN;8f2;;Athletic Track, Abashiri (JPN);15/07/2020;1060
50;3851;28:47.7;Wiesław WOJTKUŃSKI;21/06/1949;POL;5;;Bydgoszcz (POL);29/07/1977;1060
51;3851;28:47.7;Jon BUTLER;07/09/1962;USA;9;;Walnut, CA (USA);24/04/1982;1060
52;3853;28:47.72;Diamantino Silveira DOS SANTOS;03/02/1961;BRA;3;;Martigny (SUI);01/06/1990;1059
53;3854;28:47.74;Petr PIPA;12/06/1964;TCH;4;;Banská Bystrica (TCH);21/07/1989;1059
54;3854;28:47.74;Shoji YAMAGUCHI;01/01/1979;JPN;5;;Yokohama (JPN);29/04/2007;1059
55;3854;28:47.74;Evans KIRWA;16/01/1989;USA;17;;Palo Alto, CA (USA);02/05/2019;1059
56;3857;28:47.76;Kazuki MATSUMURA;14/01/1993;JPN;8f4;;Hosei University Stadium, Machida (JPN);23/11/2019;1059
57;3858;28:47.77;Elias MODISE;21/01/1975;RSA;1;;Port Elizabeth (RSA);25/04/2003;1059
58;3859;28:47.78;Timothy JOHNSTON;11/03/1941;GBR;4;;London (GBR);07/08/1970;1059
59;3860;28:47.8;Peter KUBICKI;05/10/1938;FRG;1;;Berlin (GER);01/07/1966;1059
60;3860;28:47.8;Oleg SHUSTROV;23/05/1944;URS;2;;Moskva (URS);28/06/1975;1059
61;3860;28:47.8;Hans-Ulrich HENZE;13/10/1955;GER;6;;Potsdam (GDR);01/06/1977;1059
62;3863;28:47.84;Christian GRUNDER;13/11/1966;FRA;8;;St-Maur (FRA);10/06/1992;1059
63;3863;28:47.84;Hiroyuki MORITA;28/06/1970;JPN;30f1;;Hachioji (JPN);01/12/1999;1059
64;3865;28:47.87;Sylvain RUKUNDO;20/12/1988;RWA;2;;Barletta (ITA);08/09/2009;1059
65;3865;28:47.87;Aziz MGUERAMAN;;MAR;4;;Rabat (MAR);11/07/2011;1059
66;3867;28:47.88;Henk ALTMANN;04/09/1941;RSA;8;;London (GBR);13/07/1973;1059
67;3868;28:47.89;John CHERUIYOT;;KEN;2;;Bambous (MRI);31/07/2009;1059
68;3869;28:47.9;Thomas CHERUSEI;;KEN;3;;Nairobi (KEN);10/06/1993;1059
69;3869;28:47.9;Teruo OGA;25/08/1967;JPN;4f1;;Hachioji (JPN);28/11/1993;1059
70;3869;28:47.9;Koen VAN RIE;14/08/1972;BEL;1;;Vorst (BEL);13/09/1995;1059
71;3869;28:47.9;Koji MATSUOKA;11/12/1982;JPN;3f3;;Kure (JPN);22/11/2008;1059
72;3873;28:47.91;Mitsunobu IWAMOTO;28/05/1969;JPN;8;;Fukuoka (JPN);13/05/1995;1059
73;3873;28:47.91;Soji IKEDA;22/12/1986;JPN;10f12;;Yokohama (JPN);28/09/2013;1059
74;3875;28:47.92;Naomi OKABE;16/07/1962;JPN;3f1;;Odawara (JPN);13/10/1990;1059
75;3875;28:47.92;Jun TSUJI;06/12/1981;JPN;12;;Hachioji (JPN);29/11/2003;1059
76;3875;28:47.92;Kieren TALL;09/09/1998;AUS;2f1;;The Crest Athletics Centre, Sydney (AUS);24/10/2020;1059
